antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,case_count,antecedents_str,consequents_str
"frozenset({'IBUPROFEN', 'GABAPENTIN'})",frozenset({'Therapy non-responder'}),0.01039570757880617,0.012575452716297788,0.0013413816230717639,0.12903225806451613,10.260645161290322,1.0,0.0012106508939620283,1.1337096653998062,0.9120213486953574,0.062015503875968984,0.11793995365881714,0.11784946236559139,8,"IBUPROFEN, GABAPENTIN",Therapy non-responder
"frozenset({'LAMOTRIGINE', 'ZOLPIDEM'})",frozenset({'Condition aggravated'}),0.008551307847082495,0.012910798122065728,0.001006036217303823,0.11764705882352941,9.11229946524064,1.0,0.0008956320080105044,1.1187010954616587,0.8979367495349231,0.049180327868852465,0.10610617612086451,0.09778456837280367,6,"LAMOTRIGINE, ZOLPIDEM",Condition aggravated
"frozenset({'PREDNISOLONE', 'AZATHIOPRINE'})",frozenset({'Therapy non-responder'}),0.03085177733065057,0.012575452716297788,0.00335345405767941,0.10869565217391305,8.643478260869566,1.0,0.0029654789906440656,1.1078421750012268,0.9124567474048443,0.08368200836820083,0.09734434871204237,0.18768115942028984,20,"PREDNISOLONE, AZATHIOPRINE",Therapy non-responder
"frozenset({'PHENYTOIN', 'TOPIRAMATE'})",frozenset({'Drug ineffective'}),0.0031857813547954395,0.06941649899396378,0.0015090543259557343,0.4736842105263157,6.8237986270022875,1.0,0.001287908537745588,1.7681086519114686,0.8561816652649284,0.02122641509433962,0.4344238975817922,0.24771167048054915,9,"PHENYTOIN, TOPIRAMATE",Drug ineffective
"frozenset({'LACOSAMIDE', 'PHENOBARBITAL'})",frozenset({'Drug ineffective'}),0.0031857813547954395,0.06941649899396378,0.0013413816230717639,0.42105263157894735,6.06559877955759,1.0,0.0011202358348616176,1.6073715017376988,0.8378048780487803,0.018823529411764704,0.3778662873399715,0.22018815153826593,8,"LACOSAMIDE, PHENOBARBITAL",Drug ineffective
"frozenset({'PHENYTOIN', 'IBUPROFEN'})",frozenset({'Drug ineffective'}),0.00670690811535882,0.06941649899396378,0.0026827632461435278,0.39999999999999997,5.76231884057971,1.0,0.002217193165701115,1.5509725016767268,0.8320391627278866,0.03652968036529681,0.3552432432432432,0.21932367149758453,16,"PHENYTOIN, IBUPROFEN",Drug ineffective
"frozenset({'PHENYTOIN', 'GABAPENTIN'})",frozenset({'Drug ineffective'}),0.007545271629778672,0.06941649899396378,0.002850435949027498,0.37777777777777777,5.442190016103059,1.0,0.002326669608529784,1.4955806266168439,0.8224560985063057,0.038461538461538464,0.3313633633633633,0.20942028985507247,17,"PHENYTOIN, GABAPENTIN",Drug ineffective
"frozenset({'IBUPROFEN', 'GABAPENTIN'})",frozenset({'Off label use'}),0.01039570757880617,0.039570757880617036,0.0021797451374916165,0.20967741935483872,5.298797156916348,1.0,0.001768379109892982,1.2152370002326887,0.819800328441467,0.0456140350877193,0.17711524599026854,0.1323810825587753,13,"IBUPROFEN, GABAPENTIN",Off label use
"frozenset({'PHENYTOIN', 'GABAPENTIN'})",frozenset({'Off label use'}),0.007545271629778672,0.039570757880617036,0.0015090543259557343,0.19999999999999998,5.054237288135592,1.0,0.0012104822091502738,1.2005365526492286,0.8082446359182295,0.03308823529411765,0.1670391061452514,0.11906779661016947,9,"PHENYTOIN, GABAPENTIN",Off label use
"frozenset({'VALPROIC ACID', 'OXCARBAZEPINE'})",frozenset({'Drug ineffective'}),0.00335345405767941,0.06941649899396378,0.0011737089201877935,0.35,5.042028985507247,1.0,0.000940923879966587,1.4316669246246712,0.804364545279754,0.01639344262295082,0.30151351351351346,0.18345410628019324,7,"VALPROIC ACID, OXCARBAZEPINE",Drug ineffective
"frozenset({'PHENYTOIN', 'IBUPROFEN'})",frozenset({'Off label use'}),0.00670690811535882,0.039570757880617036,0.0011737089201877935,0.175,4.422457627118644,1.0,0.0009083114830273841,1.1641566571144037,0.7791067811324395,0.02602230483271376,0.1410090782122905,0.10233050847457627,7,"PHENYTOIN, IBUPROFEN",Off label use
"frozenset({'LACOSAMIDE', 'ZONISAMIDE'})",frozenset({'Drug ineffective'}),0.0038564721663313212,0.06941649899396378,0.0011737089201877935,0.30434782608695654,4.384373030875867,1.0,0.000906006123933406,1.3377137826961771,0.7749056195445692,0.01627906976744186,0.2524559341950646,0.16062801932367152,7,"LACOSAMIDE, ZONISAMIDE",Drug ineffective
"frozenset({'ZONISAMIDE', 'LEVETIRACETAM'})",frozenset({'Drug ineffective'}),0.004527162977867203,0.06941649899396378,0.0013413816230717639,0.2962962962962963,4.268384326355341,1.0,0.001027121818773135,1.3224081330085777,0.7692016169782717,0.018475750577367205,0.24380380380380376,0.1578099838969404,8,"ZONISAMIDE, LEVETIRACETAM",Drug ineffective
"frozenset({'TOPIRAMATE', 'LACOSAMIDE'})",frozenset({'Drug ineffective'}),0.007880617035546614,0.06941649899396378,0.0021797451374916165,0.2765957446808511,3.9845821769966085,1.0,0.0016327002929717811,1.2863948396259914,0.7549823845243822,0.029017857142857144,0.22263369752731454,0.15399835543221296,13,"TOPIRAMATE, LACOSAMIDE",Drug ineffective
"frozenset({'IBUPROFEN', 'GABAPENTIN'})",frozenset({'Drug ineffective'}),0.01039570757880617,0.06941649899396378,0.002850435949027498,0.27419354838709675,3.94997662459093,1.0,0.0021288023243417583,1.282137268052761,0.7546793709011902,0.037037037037037035,0.22005231037489098,0.15762817515973196,17,"IBUPROFEN, GABAPENTIN",Drug ineffective
"frozenset({'PHENYTOIN', 'LACOSAMIDE'})",frozenset({'Drug ineffective'}),0.007880617035546614,0.06941649899396378,0.002012072434607646,0.2553191489361702,3.6780758556891766,1.0,0.0014650275900878107,1.249640701350963,0.7339023153625148,0.0267260579064588,0.1997699827487061,0.1421523280912735,12,"PHENYTOIN, LACOSAMIDE",Drug ineffective
"frozenset({'LACOSAMIDE', 'CLOBAZAM'})",frozenset({'Drug ineffective'}),0.014755197853789403,0.06941649899396378,0.0035211267605633804,0.23863636363636365,3.437747035573123,1.0,0.002496872583590072,1.2222589266944954,0.7197315958377906,0.04365904365904366,0.18184275184275184,0.14468050065876153,21,"LACOSAMIDE, CLOBAZAM",Drug ineffective
"frozenset({'LEVETIRACETAM', 'PREGABALIN'})",frozenset({'Drug ineffective'}),0.007042253521126761,0.06941649899396378,0.001676727028839705,0.2380952380952381,3.4299516908212566,1.0,0.0011878784443751713,1.2213908450704227,0.7134751773049646,0.022421524663677132,0.1812612612612613,0.1311249137336094,10,"LEVETIRACETAM, PREGABALIN",Drug ineffective
"frozenset({'TOPIRAMATE', 'ZONISAMIDE'})",frozenset({'Drug ineffective'}),0.0035211267605633804,0.06941649899396378,0.0008383635144198525,0.2380952380952381,3.4299516908212566,1.0,0.0005939392221875856,1.2213908450704227,0.7109540636042403,0.011627906976744188,0.1812612612612613,0.12508626639061424,5,"TOPIRAMATE, ZONISAMIDE",Drug ineffective
"frozenset({'TOPIRAMATE', 'LEVETIRACETAM'})",frozenset({'Drug ineffective'}),0.009221998658618377,0.06941649899396378,0.0021797451374916165,0.23636363636363636,3.4050065876152833,1.0,0.0015395862768832985,1.2186212513174284,0.7128890740330917,0.028508771929824563,0.1794004914004914,0.13388230127360562,13,"TOPIRAMATE, LEVETIRACETAM",Drug ineffective
"frozenset({'CLOBAZAM', 'MELATONIN'})",frozenset({'Off label use'}),0.006371562709590879,0.039570757880617036,0.0008383635144198525,0.13157894736842105,3.325156110615522,1.0,0.0005862359491174635,1.1059488242586835,0.7037462031724602,0.018587360594795543,0.09579902969714789,0.07638269402319357,5,"CLOBAZAM, MELATONIN",Off label use
"frozenset({'CLOBAZAM', 'OXCARBAZEPINE'})",frozenset({'Drug ineffective'}),0.006539235412474849,0.06941649899396378,0.0015090543259557343,0.23076923076923075,3.3244147157190636,1.0,0.0010551234975243815,1.209758551307847,0.7037974683544302,0.020270270270270268,0.17338877338877337,0.1262541806020067,9,"CLOBAZAM, OXCARBAZEPINE",Drug ineffective
"frozenset({'VALPROIC ACID', 'PHENOBARBITAL'})",frozenset({'Drug ineffective'}),0.003688799463447351,0.06941649899396378,0.0008383635144198525,0.2272727272727273,3.2740447957839267,1.0,0.0005822999701765254,1.204284530713694,0.6971390104341973,0.01160092807424594,0.16963144963144963,0.11967501097935881,5,"VALPROIC ACID, PHENOBARBITAL",Drug ineffective
"frozenset({'VALPROIC ACID', 'LACOSAMIDE'})",frozenset({'Drug ineffective'}),0.01341381623071764,0.06941649899396378,0.0030181086519114686,0.22499999999999998,3.241304347826087,1.0,0.0020869684910266428,1.2007529045239178,0.7008837525492863,0.03781512605042017,0.16718918918918915,0.13423913043478258,18,"VALPROIC ACID, LACOSAMIDE",Drug ineffective
"frozenset({'CARBAMAZEPINE', 'LACOSAMIDE'})",frozenset({'Drug ineffective'}),0.005533199195171026,0.06941649899396378,0.0011737089201877935,0.21212121212121213,3.055775142731665,1.0,0.0007896136038228027,1.1811252128153538,0.6764939663270468,0.01590909090909091,0.15334971334971337,0.1145147123407993,7,"CARBAMAZEPINE, LACOSAMIDE",Drug ineffective
"frozenset({'PHENOBARBITAL', 'LEVETIRACETAM'})",frozenset({'Drug ineffective'}),0.01056338028169014,0.06941649899396378,0.0021797451374916165,0.20634920634920637,2.9726247987117556,1.0,0.0014464722607948162,1.1725352112676057,0.6706816315357242,0.028017241379310345,0.1471471471471472,0.11887508626639062,13,"PHENOBARBITAL, LEVETIRACETAM",Drug ineffective
"frozenset({'VALPROIC ACID', 'TOPIRAMATE'})",frozenset({'Drug ineffective'}),0.007377598926894702,0.06941649899396378,0.0015090543259557343,0.20454545454545453,2.9466403162055337,1.0,0.0009969272374690799,1.1698764012647314,0.6655405405405405,0.020044543429844096,0.14520884520884517,0.11314229249011856,9,"VALPROIC ACID, TOPIRAMATE",Drug ineffective
"frozenset({'TOPIRAMATE', 'AMITRIPTYLINE'})",frozenset({'Drug ineffective'}),0.0041918175720992625,0.06941649899396378,0.0008383635144198525,0.19999999999999998,2.881159420289855,1.0,0.0005473822141433443,1.1632293762575452,0.6556659370264355,0.01152073732718894,0.14032432432432432,0.10603864734299516,5,"TOPIRAMATE, AMITRIPTYLINE",Drug ineffective
"frozenset({'PHENYTOIN', 'LEVETIRACETAM'})",frozenset({'Drug ineffective'}),0.014252179745137492,0.06941649899396378,0.002850435949027498,0.19999999999999998,2.881159420289855,1.0,0.0018610995280873704,1.1632293762575452,0.6623575437999659,0.03526970954356846,0.14032432432432432,0.12053140096618356,17,"PHENYTOIN, LEVETIRACETAM",Drug ineffective
"frozenset({'PHENOBARBITAL', 'LEVETIRACETAM'})",frozenset({'Off label use'}),0.01056338028169014,0.039570757880617036,0.0011737089201877935,0.11111111111111112,2.8079096045197742,1.0,0.0007557079566601487,1.080482897384306,0.6507371631926792,0.02397260273972603,0.074487895716946,0.07038606403013183,7,"PHENOBARBITAL, LEVETIRACETAM",Off label use
"frozenset({'VALPROIC ACID', 'LEVETIRACETAM'})",frozenset({'Drug ineffective'}),0.023306505700871897,0.06941649899396378,0.004527162977867203,0.19424460431654678,2.798248357835471,1.0,0.0029093069483298183,1.1549205949985628,0.6579685264663806,0.05133079847908746,0.13413960723313242,0.1297309978104473,27,"VALPROIC ACID, LEVETIRACETAM",Drug ineffective
"frozenset({'OXCARBAZEPINE', 'LEVETIRACETAM'})",frozenset({'Drug ineffective'}),0.012407780013413815,0.06941649899396378,0.002347417840375587,0.1891891891891892,2.7254210732471607,1.0,0.0014861131915571229,1.1477196512407781,0.6410380790686394,0.029535864978902957,0.12870708546384224,0.11150280715498108,14,"OXCARBAZEPINE, LEVETIRACETAM",Drug ineffective
"frozenset({'LACOSAMIDE', 'LEVETIRACETAM'})",frozenset({'Drug ineffective'}),0.04845741113346747,0.06941649899396378,0.008718980549966466,0.17993079584775087,2.592046537284991,1.0,0.005355236718770032,1.134762159454618,0.6454828871568961,0.07987711213517665,0.11875806602450202,0.15276733029102518,52,"LACOSAMIDE, LEVETIRACETAM",Drug ineffective
"frozenset({'VALPROIC ACID', 'CLOBAZAM'})",frozenset({'Drug ineffective'}),0.011234071093226022,0.06941649899396378,0.002012072434607646,0.17910447761194032,2.5801427644386767,1.0,0.0012322425498666042,1.1336199012255352,0.6193827369849075,0.025586353944562903,0.11787010891488504,0.10404499242915857,12,"VALPROIC ACID, CLOBAZAM",Drug ineffective
"frozenset({'LACOSAMIDE', 'OXCARBAZEPINE'})",frozenset({'Drug ineffective'}),0.007545271629778672,0.06941649899396378,0.0013413816230717639,0.17777777777777778,2.5610305958132047,1.0,0.0008176152825740493,1.131790744466801,0.6141662442980234,0.017738359201773836,0.11644444444444445,0.09855072463768116,8,"LACOSAMIDE, OXCARBAZEPINE",Drug ineffective
"frozenset({'PHENYTOIN', 'VALPROIC ACID'})",frozenset({'Drug ineffective'}),0.005868544600938967,0.06941649899396378,0.001006036217303823,0.17142857142857146,2.4695652173913047,1.0,0.0005986623969167117,1.1231180184555611,0.5985832349468715,0.013544018058690748,0.10962162162162165,0.09296066252587994,6,"PHENYTOIN, VALPROIC ACID",Drug ineffective
"frozenset({'PHENYTOIN', 'CLOBAZAM'})",frozenset({'Drug ineffective'}),0.007209926224010731,0.06941649899396378,0.0011737089201877935,0.16279069767441862,2.3451297607010453,1.0,0.0006732210837121995,1.1115302928683213,0.5777498974594061,0.015555555555555557,0.10033940917661849,0.08984945511740254,7,"PHENYTOIN, CLOBAZAM",Drug ineffective
"frozenset({'TOPIRAMATE', 'CLOBAZAM'})",frozenset({'Drug ineffective'}),0.01039570757880617,0.06941649899396378,0.001676727028839705,0.16129032258064516,2.323515661524077,1.0,0.0009550934041539648,1.1095418665841201,0.5756014910199932,0.021459227467811162,0.09872711421098518,0.09272245597631291,10,"TOPIRAMATE, CLOBAZAM",Drug ineffective
"frozenset({'GABAPENTIN', 'PHENOBARBITAL'})",frozenset({'Drug ineffective'}),0.007545271629778672,0.06941649899396378,0.0011737089201877935,0.15555555555555556,2.240901771336554,1.0,0.0006499425796900788,1.1020067775071483,0.5579610455434075,0.015486725663716817,0.09256456456456456,0.08623188405797101,7,"GABAPENTIN, PHENOBARBITAL",Drug ineffective
"frozenset({'CLOBAZAM', 'LEVETIRACETAM'})",frozenset({'Drug ineffective'}),0.028504359490274984,0.06941649899396378,0.004359490274983233,0.15294117647058825,2.2032395566922425,1.0,0.0023808174331029774,1.0986055220210151,0.5621465176176946,0.046594982078853056,0.08975516693163753,0.107871554418869,26,"CLOBAZAM, LEVETIRACETAM",Drug ineffective
"frozenset({'CLOBAZAM', 'BACLOFEN'})",frozenset({'Drug ineffective'}),0.007880617035546614,0.06941649899396378,0.0011737089201877935,0.14893617021276595,2.1455442491520196,1.0,0.0006266640756679581,1.0934356136820926,0.5381588160023177,0.015418502202643174,0.08545140885566417,0.08292219138657621,7,"CLOBAZAM, BACLOFEN",Drug ineffective
"frozenset({'PHENOBARBITAL', 'BACLOFEN'})",frozenset({'Drug ineffective'}),0.007880617035546614,0.06941649899396378,0.0011737089201877935,0.14893617021276595,2.1455442491520196,1.0,0.0006266640756679581,1.0934356136820926,0.5381588160023177,0.015418502202643174,0.08545140885566417,0.08292219138657621,7,"PHENOBARBITAL, BACLOFEN",Drug ineffective
"frozenset({'CLOBAZAM', 'PHENOBARBITAL'})",frozenset({'Drug ineffective'}),0.011904761904761904,0.06941649899396378,0.001676727028839705,0.14084507042253522,2.028985507246377,1.0,0.000850340136054422,1.083138173302108,0.5132530120481928,0.02105263157894737,0.07675675675675676,0.08249982989725795,10,"CLOBAZAM, PHENOBARBITAL",Drug ineffective
"frozenset({'LAMOTRIGINE', 'PRAMIPEXOLE'})",frozenset({'Drug ineffective'}),0.006036217303822937,0.06941649899396378,0.0008383635144198525,0.1388888888888889,2.000805152979066,1.0,0.0004193504420216808,1.080677614071526,0.5032388663967612,0.011235955056179777,0.07465465465465466,0.07548309178743962,5,"LAMOTRIGINE, PRAMIPEXOLE",Drug ineffective
"frozenset({'GABAPENTIN', 'CLOBAZAM'})",frozenset({'Drug ineffective'}),0.008718980549966466,0.06941649899396378,0.0011737089201877935,0.1346153846153846,1.939241917502787,1.0,0.0005684678156126565,1.075340934495864,0.4885946259423932,0.01525054466230937,0.07006237006237005,0.07576179858788554,7,"GABAPENTIN, CLOBAZAM",Drug ineffective
"frozenset({'CLOBAZAM', 'MELATONIN'})",frozenset({'Drug ineffective'}),0.006371562709590879,0.06941649899396378,0.0008383635144198525,0.13157894736842105,1.8954996186117468,1.0,0.0003960719379995601,1.0715810011584659,0.4754640566992912,0.011185682326621923,0.06679943100995732,0.07182812102720569,5,"CLOBAZAM, MELATONIN",Drug ineffective
"frozenset({'VALPROIC ACID', 'DIAZEPAM'})",frozenset({'Drug ineffective'}),0.006371562709590879,0.06941649899396378,0.0008383635144198525,0.13157894736842105,1.8954996186117468,1.0,0.0003960719379995601,1.0715810011584659,0.4754640566992912,0.011185682326621923,0.06679943100995732,0.07182812102720569,5,"VALPROIC ACID, DIAZEPAM",Drug ineffective
"frozenset({'MELATONIN', 'PHENOBARBITAL'})",frozenset({'Drug ineffective'}),0.006371562709590879,0.06941649899396378,0.0008383635144198525,0.13157894736842105,1.8954996186117468,1.0,0.0003960719379995601,1.0715810011584659,0.4754640566992912,0.011185682326621923,0.06679943100995732,0.07182812102720569,5,"MELATONIN, PHENOBARBITAL",Drug ineffective
"frozenset({'GABAPENTIN', 'DIAZEPAM'})",frozenset({'Drug ineffective'}),0.006539235412474849,0.06941649899396378,0.0008383635144198525,0.1282051282051282,1.8468970642883686,1.0,0.00038443268598849976,1.0674340158598652,0.4615696202531645,0.011160714285714286,0.06317394317394316,0.07014121144555927,5,"GABAPENTIN, DIAZEPAM",Drug ineffective
"frozenset({'CARBAMAZEPINE', 'LEVETIRACETAM'})",frozenset({'Drug ineffective'}),0.009221998658618377,0.06941649899396378,0.0011737089201877935,0.12727272727272726,1.8334650856389987,1.0,0.0005335500595794755,1.0662935949027499,0.4588158499141745,0.015151515151515154,0.06217199017199016,0.07209046991655686,7,"CARBAMAZEPINE, LEVETIRACETAM",Drug ineffective
"frozenset({'MYCOPHENOLATE MOFETIL', 'AZATHIOPRINE'})",frozenset({'Drug ineffective'}),0.015928906773977198,0.06941649899396378,0.002012072434607646,0.12631578947368421,1.819679633867277,1.0,0.000906343493556915,1.0651256939225715,0.45774407905946496,0.024144869215291753,0.06114366998577525,0.07765064836003052,12,"MYCOPHENOLATE MOFETIL, AZATHIOPRINE",Drug ineffective
"frozenset({'VALPROIC ACID', 'LAMOTRIGINE'})",frozenset({'Drug ineffective'}),0.009389671361502348,0.06941649899396378,0.0011737089201877935,0.125,1.8007246376811594,1.0,0.0005219108075684152,1.0635240011497558,0.4488828706838186,0.015118790496760261,0.05972972972972973,0.07095410628019323,7,"VALPROIC ACID, LAMOTRIGINE",Drug ineffective
"frozenset({'LAMOTRIGINE', 'RISPERIDONE'})",frozenset({'Drug ineffective'}),0.008383635144198525,0.06941649899396378,0.001006036217303823,0.12,1.728695652173913,1.0,0.00042407361675080675,1.057481251143223,0.4250929996618194,0.01310043668122271,0.054356756756756754,0.0672463768115942,6,"LAMOTRIGINE, RISPERIDONE",Drug ineffective
"frozenset({'PREDNISOLONE', 'CYCLOSPORINE'})",frozenset({'Drug ineffective'}),0.028001341381623072,0.06941649899396378,0.00335345405767941,0.11976047904191617,1.7252451618502127,1.0,0.0014096989718323356,1.057193501142912,0.4324823184405727,0.035650623885918005,0.054099368829907755,0.08403482889293876,20,"PREDNISOLONE, CYCLOSPORINE",Drug ineffective
"frozenset({'LAMOTRIGINE', 'ZOLPIDEM'})",frozenset({'Drug ineffective'}),0.008551307847082495,0.06941649899396378,0.001006036217303823,0.11764705882352941,1.6947996589940324,1.0,0.00041243436473974637,1.0546613011401744,0.41349568746829024,0.013071895424836603,0.05182829888712242,0.06606990622335891,6,"LAMOTRIGINE, ZOLPIDEM",Drug ineffective
"frozenset({'MELATONIN', 'BACLOFEN'})",frozenset({'Drug ineffective'}),0.007209926224010731,0.06941649899396378,0.0008383635144198525,0.11627906976744186,1.6750926862150322,1.0,0.0003378756779442585,1.0530286985068305,0.4059449417328155,0.011061946902654867,0.05035826524198617,0.0641781822267161,5,"MELATONIN, BACLOFEN",Drug ineffective
"frozenset({'GABAPENTIN', 'BACLOFEN'})",frozenset({'Drug ineffective'}),0.017605633802816902,0.06941649899396378,0.002012072434607646,0.1142857142857143,1.646376811594203,1.0,0.0007899509734463118,1.050658791458428,0.3996415770609319,0.02366863905325444,0.04821621621621623,0.07163561076604555,12,"GABAPENTIN, BACLOFEN",Drug ineffective
"frozenset({'VANCOMYCIN', 'CEFTRIAXONE'})",frozenset({'Drug ineffective'}),0.007377598926894702,0.06941649899396378,0.0008383635144198525,0.11363636363636365,1.6370223978919634,1.0,0.00032623642593319815,1.0498890780580923,0.392027027027027,0.011037527593818985,0.04751842751842753,0.06285682916117699,5,"VANCOMYCIN, CEFTRIAXONE",Drug ineffective
"frozenset({'VALPROIC ACID', 'RISPERIDONE'})",frozenset({'Drug ineffective'}),0.007545271629778672,0.06941649899396378,0.0008383635144198525,0.11111111111111112,1.600644122383253,1.0,0.0003145971739221379,1.0469064386317908,0.3781044095286367,0.011013215859030838,0.04480480480480482,0.06159420289855073,5,"VALPROIC ACID, RISPERIDONE",Drug ineffective
"frozenset({'DULOXETINE', 'PREGABALIN'})",frozenset({'Drug ineffective'}),0.012743125419181758,0.06941649899396378,0.0013413816230717639,0.10526315789473684,1.5163996948893974,1.0,0.0004567984702311791,1.0400639128890994,0.34493885869565216,0.016597510373443983,0.038520625889046936,0.06229341469616069,8,"DULOXETINE, PREGABALIN",Drug ineffective
